"Stanovanja po: MERITVE , LETO"

" ";"1971";"1981";"1991";"2002";"2011";"2015"
"Število  stanovanj";477273;608226;683137;777772;844656;845415
"Število stanovanj  na 1.000 prebivalcev";276;321;357;396;412;410
"Število  stanovanj brez poèitniških in sezonskih";471076;585780;652422;743411;823916;825156
"Povpreèna uporabna površina (m2) stanovanja";56.8;63.9;68.5;75.7;80.4;81.1
"Delež tri ali veèsobnih stanovanj (%)";33.6;44.2;50.1;52.9;61.1;61.6
"Delež stanovanj, ki imajo kuhinjo, kopalnico in WC (%)";42.0;68.0;85.0;87.2;91.4;92.4
"Delež  stanovanj v zasebni lasti (%)";72.3;68.6;69.9;89.4;93.4;94.0

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8224 target=_blank) Metodološka pojasnila"

"Zaradi primerljivosti s prejšnjimi popisi v izraèunu niso upoštevana "
"stanovanja za poèitniški namen in sezonsko rabo"

"Zaradi primerljivosti s prejšnjimi popisi v izraèunu niso upoštevana "
"stanovanja za poèitniški namen in sezonsko rabo"

"Zaradi primerljivosti s prejšnjimi popisi v izraèunu niso upoštevana "
"stanovanja za poèitniški namen in sezonsko rabo"

"Zaradi primerljivosti s prejšnjimi popisi v izraèunu niso upoštevana "
"stanovanja za poèitniški namen in sezonsko rabo"

"Stanje na 1.1."

"Podatke o stanovanjih za stanje 1. 1. 2011 smo v Sloveniji pripravili "
"tudi v skladu z Uredbo (ES) št. 763/2008 Evropskega parlamenta in "
"Sveta z dne 9. julija 2008 o popisih prebivalstva in stanovanj "
"(Uradni list Evropske unije L 218/14, 13. avgust 2008)."

